,CO:coDesc,Fixed Final,predictions
655,boutiqu agenc that mad connect peopl brand creat memor live experi incred engag digit social work superincis shopper market sale promot smart design think clever creativ use dedic event manag compani still one ireland top dog area marriag made heaven runway market mean weve expand area keep client awak night area up digit social game nail last yard supermarket aisl deliv creativ design concept work that properli sockknock like agenc judg compani keep blushingli proud say work bestknown brand ireland brand like microsoft audi dropbox bank ireland facebook cc mcviti googl volkswagen seat dale farm skoda lot lot client tell us proper peopl peopl easi deal mayb valu thing like common decenc curios sticktoit sort gr dont find often day valu peopl think differ see everi client challeng chanc shine rang person profession expertis interest bring someth total differ everi solut infoplutoi 353 1 2604001,1.0,1
656,execrank transform way compani execut connect advisori work whether compani take first step use board advisor look augment exist advisori board board director execrank provid flexibl ondemand advisori solut busi need compani get right advic right time length engag onehour call specif project quarterli meet found 2012 execrank privatelyheld compani headquart marin counti california inform pleas visit wwwexecrankcom,1.0,1
657,neogov market technolog leader ondemand human resourc softwar public sector hr softwar autom entir hire onboard perform evalu process,1.0,1
658,valu futur mobil autovista group provid price specif intellig europ automot decisionmak everi day take mass complex automot data make sens vehicl design product sale market combin data expertis peopl provid insight price tool simplifi complex decisionmak throughout vehicl lifecycl autovista group made autovista eurotax glasss schwack highlyrespect marketlead brand widelyrecognis compani combin unrival automot experi cuttingedg system worldclass data ensur provid bestinclass businesscrit industri intellig custom,1.0,1
659,serraview global provid space optim solut creat enabl forwardthink organ deliv today modern workplac solut design increas real estat portfolio util streamlin oper enabl smarter product work environ believ modern workplac one good busi great peopl,1.0,1
660,content technolog compani help brand creat great content scale provid enterpris compani smart technolog content market expertis vet creativ talentjournalist photograph design videograph thing softwar busi built content creator product philosophi reflect that count best content market brand world client 1 content market platform accord digiday 100 2015 inc 5000 list america fastestgrow compani 29 deloitt technolog fast 500 list fastestgrow technolog compani north america entrepreneur magazin name us one best entrepreneuri compani america 2015 crain name us one best place work new york citi also recent receiv asja award investig report found new york citi 2010 joe coleman shane snow david goldberg also offic london san francisco,1.0,1
666,launch earli 2016 coverwallet combin deep analyt thought design state art technolog help small busi insur need coverwallet deliv seamless user experi offer save custom coverag bestinclass servic custom matter minut busi get peac mind buy manag insur coverwallet onlin platform back union squar ventur index ventur highland capit partner founder collect two sigma ventur compani activ disrupt 100 billion small busi insur market coverwallet name one promis startup cnbc upstart 100 2018 2017 best insurtech solut benzinga award name one entrepreneuri compani america entrepreneur magazin news techcrunch coverwallet look make easi busi get commerci insur httpstcrnch2a227fi forb nyc emerg capit insurtech httpbitly2fixoxn wall street journal hank greenberg starr buy stake coverwallet httpstcodzp1pfv32i benzinga coverwallet name winner best insurtech solut httpbitly2xxbm9l,1.0,1
667,think capit leader canadian onlin lend space leverag technolog forefront fintech industri sinc 2006 help 14000 smalltomedium size canadian busi reach full potenti combin peopl technolog think capit transform way busi owner get capit need grow inform visit thinkingcapitalca employ think capit place develop potenti grow profession work alongsid talent colleagu high perform team keen energet innov look fun challeng career youv got talent look strive excel career think capit,1.0,1
669,awardwin current account open instantli mobil technolog enabl peopl travel live work freeli anywher world,2.0,2
671,fundado em 2012 por benjamin gleason e thiago alvarez guiabolso nasceu com propsito de liderar transformao sistema financeiro para melhorar vida do brasileiro e somo apaixonado por essa misso startup detm primeiro app de control financeiro automtico brasil e mai baixado atualment com mai de 4 milh de usurio em um ambient colaborativo prezamo pela excelncia na entrega porqu queremo sair na frent em tudo que fazemo somo estimulado tomar decis com coragem e senso de dono para que possamo aprend rpido com nosso acerto e erro valorizamo diversidad e bemestar de todo poi pessoa nosso foco segurana que passamo para os nosso usurio comea aqui dentro ao agirmo sempr com transparncia construindo rela de confiana fintech j recebeu investimento de fundo renomado como vostok kaszek ventur ribbit capit qed investor omidyar network e ifc brao financeiro banco mundial app j se destac em diverso evento e premia internacionai da rea de tecnologia e inovao em 2014 fomo eleito melhor startup pela infoexam e votado melhor app brasileiro pelo leitor g1 em 2015 recebemo prmio de melhor empresa b2c concedido pela latam founder rede de executivo e investidor de tecnologia em 2016 e 2017 entramo para rank da kpmg como uma da fintech brasileira mai inovadora mundo empresa conta com os conselheiro neil daswani especialista internacion em segurana na internet e professor da universidad stanford no eua e guilherm horn fundador da empresa de investimento onlin gora e rama alm disso tem parceria com endeavor e harvard busi school fiqu de olho na oportunidad e vemserguia httpsjobskenobycomguiabolso,2.0,1
